cc_num,total_spent,avg_transaction,transaction_count,spending_std,category_diversity,avg_city_pop,avg_age,fraud_rate,job,luxury,misc,necessity,wellbeing,age_group,city_group,cluster
580954173374,65300.62,63.15340425531915,1034,121.08320040431707,14,3487.0,59.313346228239844,0.009671179883945842,Race relations officer,0.18655810618643434,0.20546359284184434,0.3639714293677456,0.24400687160397552,55-64,Very Small (<20k),1
581293083266,155847.0,99.96600384862091,1559,108.50713563020932,14,1078.0,29.519563822963438,0.007055805003207184,Podiatrist,0.49223052095965913,0.10418128035830013,0.20119495402542237,0.20239324465661834,25-34,Very Small (<20k),0
581508178315,48899.14,97.21499005964215,503,90.62707746183156,14,407.0,40.58051689860835,0.0,Clothing/textile technologist,0.49123358815717416,0.0951088301348449,0.19572573259979623,0.21793184910818472,35-44,Very Small (<20k),1
581686439828,144016.04,56.432617554858936,2552,115.41634253260834,14,5507.0,45.65909090909091,0.003918495297805642,Retail merchandiser,0.22634923165502957,0.17403818352455744,0.3143918552405691,0.28522072957984407,45-54,Very Small (<20k),0
583699482621,100972.57,67.09140863787376,1505,197.2201161200417,14,15426.0,82.69568106312292,0.0,"Engineer, civil (contracting)",0.26556212246553695,0.1811351340269937,0.30372228814221525,0.24958045536525417,65+,Very Small (<20k),1
584673555952,125572.94,61.67629666011788,2036,123.20520164933377,14,307.0,88.63948919449902,0.0029469548133595285,Make,0.26437869496405836,0.13103125561924409,0.3998782699521091,0.2047117794645885,65+,Very Small (<20k),0
630412733309,30268.27,58.65943798449612,516,101.88301552801418,14,1038.0,55.00387596899225,0.015503875968992248,Armed forces training and education officer,0.2757141389316271,0.12178429754987649,0.3758972679971469,0.2266042955213496,55-64,Very Small (<20k),1
630423337322,163466.44,53.9493201320132,3030,118.33762066020718,14,149.0,40.74158415841584,0.0,Special educational needs teacher,0.20332106088564722,0.1829618972554856,0.40215985617598327,0.2115571856828839,35-44,Very Small (<20k),0
630424987505,179584.45,57.94916101968377,3099,154.7036833159128,14,836.0,37.579864472410456,0.00451758631816715,Forensic psychologist,0.26166669775696055,0.12083880313690856,0.39792153496586147,0.21957296414026936,35-44,Very Small (<20k),0
630425673344,111329.77,71.27386043533932,1562,320.6578479373799,14,365.0,49.11651728553137,0.009603072983354673,Special effects artist,0.3641450081141819,0.09538966980709654,0.3480950333410372,0.19237028873768447,45-54,Very Small (<20k),1
630441765090,138146.56,68.28796836381612,2023,298.31508186865386,14,1791.0,53.660899653979236,0.001977261492832427,Corporate investment banker,0.3237353865344168,0.10911368332298683,0.34578653279531535,0.22136439734728103,45-54,Very Small (<20k),0
630451534402,190975.99,62.12621665582303,3074,292.90862020944917,14,765.0,46.80644111906311,0.0032530904359141183,Immunologist,0.31520889091869614,0.13192119072140954,0.35201770651902364,0.20085221184087068,45-54,Very Small (<20k),0
630469040731,124645.52,60.891802638006844,2047,92.12072665845753,14,1288.0,82.9780166096727,0.0,Barrister,0.18925004284149163,0.1763923805685114,0.4082319204091731,0.2261256561808238,65+,Very Small (<20k),0
630471368021,53668.33,101.45241965973536,529,112.07434739722088,14,1480.0,44.55954631379962,0.01890359168241966,"Designer, interior/spatial",0.4584489586316548,0.08648005257476801,0.25689265904118874,0.19817832975238842,35-44,Very Small (<20k),1
630484879808,188061.88,93.8901048427359,2003,87.65313670522421,14,123.0,46.211682476285574,0.00399400898652022,Early years teacher,0.4704597763246863,0.11653563178247497,0.2059744377754811,0.20703015411735753,45-54,Very Small (<20k),0
639023984367,156000.51,60.89012880562061,2562,239.73086994948846,14,69.0,27.826697892271664,0.00546448087431694,Chief Executive Officer,0.2667030383426311,0.1443808100370954,0.38927340686258016,0.19964274475769345,25-34,Very Small (<20k),0
639030014711,94721.85,91.69588576960311,1033,88.29629203113902,14,639.0,36.62536302032914,0.007744433688286544,Mechanical engineer,0.4172513522487156,0.12298492903168595,0.22984306155337972,0.2299206571662188,35-44,Very Small (<20k),1
639046421587,91754.31,91.4798703888335,1003,80.86728012918554,14,1140.0,32.759720837487535,0.0,"Administrator, education",0.45565739636644864,0.11832196220537215,0.20244302420235083,0.22357761722582842,25-34,Very Small (<20k),1
639077309909,32840.17,65.03003960396039,505,102.9123395080216,14,92337.0,51.526732673267325,0.013861386138613862,"Engineer, electronics",0.22137979188292875,0.19440611909134453,0.35166352671134166,0.23255056231438512,45-54,Medium (50k-200k),1
639095706599,35815.45,66.57146840148698,538,109.40706021818939,14,223.0,80.0724907063197,0.011152416356877323,Estate manager/land agent,0.247931269884924,0.15601255882586984,0.3822908828452526,0.21376528844395368,65+,Very Small (<20k),1
675909898057,98422.99,96.77776794493609,1017,867.2878544922877,14,7987.0,55.12291052114061,0.010816125860373648,Television/film/video producer,0.46658001347043004,0.16528435073959857,0.20551702402050578,0.16261861176946565,55-64,Very Small (<20k),2
675945690716,95650.37,60.9238025477707,1570,197.600131662118,14,28425.0,18.78343949044586,0.009554140127388535,Podiatrist,0.4100796473657133,0.154653139344887,0.2659723114505464,0.16929490183885335,<25,Small (20k-50k),1
675961917837,47073.26,87.1727037037037,540,623.2522115139703,14,142.0,51.574074074074076,0.0,Chiropodist,0.4471154111697384,0.09233479899203921,0.28960943006709117,0.1709403597711312,45-54,Very Small (<20k),2
675990301623,112762.0,55.221351616062684,2042,103.16354375624958,14,2456.0,25.09745347698335,0.007345739471106758,Senior tax professional/tax inspector,0.2315115021017719,0.13515315443145742,0.4384186162004931,0.19491672726627768,25-34,Very Small (<20k),0
676102124465,187586.22,89.71124820659972,2091,138.18070109062165,14,94014.0,33.59397417503587,0.0028694404591104736,Airline pilot,0.3704124961844213,0.14607581516382176,0.30843544904311204,0.17507623960864505,25-34,Medium (50k-200k),0
676118385837,72423.1,70.38202137998057,1029,112.68214387404117,14,1252.0,82.24198250728863,0.012633624878522837,"Engineer, petroleum",0.2690536582941078,0.16178443065817397,0.37100358863401317,0.198158322413705,65+,Very Small (<20k),1
676148621961,67262.78,65.05104448742746,1034,106.68813620294813,14,91.0,56.42553191489362,0.013539651837524178,Materials engineer,0.25477968647742477,0.1668844195853933,0.38782488621493194,0.19051100772224994,55-64,Very Small (<20k),1
676173792455,107049.69,69.60317945383615,1538,144.09979022258912,14,92043.0,57.97919375812744,0.0,"Civil engineer, contracting",0.27549888280853496,0.18822240400696164,0.29110116993332724,0.24517754325117616,55-64,Medium (50k-200k),1
676179782773,8247.53,749.7754545454546,11,300.3589986454088,4,151022.0,61.0,1.0,Sales executive,0.7991665383454196,0.09299875235373499,0.10783470930084522,0.0,55-64,Medium (50k-200k),2
676195318214,121176.89,59.08185763042418,2051,144.05691415416572,14,106.0,35.66065333983423,0.0039005363237445147,"Editor, film/video",0.2667645621207146,0.13311036452577713,0.3701386460735211,0.2299864272799871,35-44,Very Small (<20k),0
676234256292,49441.2,97.3251968503937,508,106.78858703285661,14,126.0,26.503937007874015,0.01968503937007874,Marketing executive,0.43880104042782125,0.13131416713186572,0.2330665517827237,0.1968182406575892,25-34,Very Small (<20k),1
676245600876,75467.27,72.91523671497585,1035,146.19288229549892,14,459921.0,58.79710144927536,0.010628019323671498,Historic buildings inspector/conservation officer,0.32035702364746993,0.15410972200266418,0.29924535497308963,0.2262878993767762,55-64,Large (200k-500k),1
676248282243,65173.73,63.46030185004869,1027,106.12191372344337,14,156391.0,51.19766309639727,0.008763388510223954,Higher education careers adviser,0.2790791627239994,0.1734852370732809,0.3036505659565595,0.2437850342461602,45-54,Medium (50k-200k),1
676275912597,50631.83,95.71234404536862,529,88.87055867193425,14,2223.0,33.31001890359168,0.0,Chief Financial Officer,0.4953549970443494,0.11775161988022158,0.20513499117057393,0.1817583919048551,25-34,Very Small (<20k),1
676281772837,114334.38,75.02255905511811,1524,335.24987968984414,14,3430.0,69.08858267716535,0.0,"Editor, commissioning",0.3422188496583442,0.13697734662137495,0.3103044770960406,0.21049932662424023,65+,Very Small (<20k),1
676292294938,36642.28,70.06172084130019,523,120.85997995092507,14,104.0,91.60038240917783,0.022944550669216062,Financial trader,0.2945927491411561,0.15942948964966153,0.4001464974341117,0.14583126377507077,65+,Very Small (<20k),1
676298633337,88274.34,57.77116492146597,1528,117.83887556344875,14,255.0,47.40706806282723,0.007198952879581152,Chief Executive Officer,0.21492621751689112,0.16974026653725194,0.40138765126989345,0.2139458646759636,45-54,Very Small (<20k),1
676308307625,36643.34,70.60373795761079,519,166.4386912432247,14,4290.0,29.3757225433526,0.023121387283236993,Animal nutritionist,0.3356863757506821,0.2235022789953099,0.24631788477797054,0.19449346047603738,25-34,Very Small (<20k),1
676309913934,59589.16,56.85988549618321,1048,103.20786050812704,14,151815.0,31.31297709923664,0.009541984732824428,Further education lecturer,0.26362328316089706,0.16599814462898957,0.3238114113372298,0.24656716087288358,25-34,Medium (50k-200k),1
676314217768,46818.29,89.69021072796934,522,106.9165837284148,14,9512.0,46.28927203065134,0.0,Clinical research associate,0.2959537821650471,0.17821432606786797,0.32490122983987674,0.20093066192720838,45-54,Very Small (<20k),1
676326610042,46610.43,92.4810119047619,504,131.43519886303997,14,15623.0,25.474206349206348,0.02976190476190476,Writer,0.33153802700382723,0.16861676667647135,0.3016854811251473,0.19815972519455408,25-34,Very Small (<20k),1
676327197445,6197.95,774.74375,8,397.2483992573161,4,7322.0,71.0,1.0,Air traffic controller,0.8096402842875466,0.1413144668801781,0.049045248832275186,0.0,65+,Very Small (<20k),2
676369110710,113588.93,55.43627623230844,2049,114.53294375002646,14,75830.0,44.3294289897511,0.0,"Engineer, automotive",0.25247222594666574,0.1840120335670034,0.31201561631049785,0.251500124175833,35-44,Medium (50k-200k),0
676372984911,150208.49,58.35605672105672,2574,146.25466217511809,14,242.0,31.65229215229215,0.005050505050505051,Tourism officer,0.23932768380801914,0.15439799707726243,0.3962871206547646,0.20998719845995392,25-34,Very Small (<20k),0
4006047418382,65550.62,64.96592666005947,1009,109.78948646050081,14,1565.0,50.66204162537166,0.009910802775024777,"Designer, industrial/product",0.24703122563905575,0.19020048933175615,0.35515880704103187,0.20760947798815635,45-54,Very Small (<20k),1
4026222041577,47702.77,91.38461685823754,522,134.45954783994762,14,4720.0,41.883141762452105,0.0,Broadcast presenter,0.3545473355111244,0.13879424612029867,0.31110499453176405,0.19555342383681282,35-44,Very Small (<20k),1
4066595222529,91524.03,60.252817643186305,1519,94.24904016642715,14,571.0,88.18564845292956,0.0,Quarry manager,0.24691089323754645,0.1441661823676252,0.38990120955119656,0.21902171484363178,65+,Very Small (<20k),1
4076173495454,7807.280000000001,650.6066666666667,12,439.56944317103864,5,239.0,22.0,1.0,Careers information officer,0.6841640110256069,0.1979101556495988,0.1179258333247943,0.0,<25,Very Small (<20k),2
4079773899158,126847.04,62.24094210009813,2038,93.69011518381845,14,129.0,53.393032384690876,0.005397448478900883,Cartographer,0.21032828200011602,0.13904841610809365,0.43159493512816693,0.2190283667636233,45-54,Very Small (<20k),0
4103158249977,46891.42,92.67079051383399,506,85.98021972481988,14,1571.0,36.776679841897234,0.0,Petroleum engineer,0.4481318757248128,0.11554757778715168,0.20968249628610094,0.2266380502019346,35-44,Very Small (<20k),1
4149635823017,127738.45,63.36232638888889,2016,170.13553838143898,14,3996.0,41.794642857142854,0.003472222222222222,Aid worker,0.3305972477355095,0.16393396036980248,0.2842871508148095,0.22118164107987845,35-44,Very Small (<20k),0
4158008602445,28981.76,55.098403041825094,526,113.36966098613658,14,1201.0,39.38022813688213,0.019011406844106463,Barrister,0.30472027923769984,0.11563928484674499,0.3739382977431322,0.20570213817242292,35-44,Very Small (<20k),1
4169388510116,97643.75,63.61156351791531,1535,169.1658931839375,14,207.0,56.54918566775244,0.0,Database administrator,0.2771671509953274,0.12681753824489536,0.4006952825961723,0.19532002816360494,55-64,Very Small (<20k),1
4186530744674,106809.54,67.55821631878557,1581,114.75554453434235,14,4913.0,52.450980392156865,0.0056925996204933585,Technical brewer,0.21366640096006403,0.21905131320666674,0.3085946255362582,0.2586876602970109,45-54,Very Small (<20k),1
4189814094741,31188.93,62.129342629482075,502,146.76060492601428,14,4159.0,21.195219123505975,0.02390438247011952,Educational psychologist,0.44431533880771157,0.13236587468694824,0.26492572845557705,0.15839305804976317,<25,Very Small (<20k),1
4195740185974,63451.69,62.02511241446726,1023,84.6686200068078,14,841711.0,56.04105571847507,0.0,"Engineer, building services",0.23022570399622136,0.1877319579667618,0.3302637014081106,0.2517786366289062,55-64,Metro+ (500k+),1
4198470814557,117961.01,58.16617850098619,2028,146.45588046939844,14,2036.0,47.603550295857985,0.005917159763313609,Engineering geologist,0.25805340256072745,0.13762004920100293,0.3949175240191653,0.20940902421910423,45-54,Very Small (<20k),0
4220345354880,111345.77,71.51301862556198,1557,170.84521878029008,14,24840.0,59.282594733461785,0.007707129094412331,Agricultural consultant,0.3050654730754478,0.16341752362932152,0.29201621220096646,0.23950079109426434,55-64,Small (20k-50k),1
4239436242473,63456.94,60.49279313632031,1049,152.924968069574,14,321490.0,27.51954242135367,0.011439466158245948,"Scientist, biomedical",0.2814076758192248,0.1916446018355124,0.299597175659589,0.22735054668567375,25-34,Large (200k-500k),1
4247921790666,110189.95,71.13618463524854,1549,122.07980946458363,14,22305.0,80.18657198192382,0.005164622336991607,Television floor manager,0.28677352154166513,0.2117394553677536,0.2892360873201231,0.21225093577045817,65+,Small (20k-50k),1
4259996134423,70914.95,69.11788499025342,1026,146.98356970501726,14,215.0,50.427875243664715,0.012670565302144249,Probation officer,0.28513902921739354,0.1614084195222587,0.35154195271941957,0.20191059854092824,45-54,Very Small (<20k),1
4260128500325,108067.99,73.7162278308322,1466,91.559270758729,14,230.0,21.66712141882674,0.01227830832196453,"Conservation officer, historic buildings",0.40293476356874963,0.28690882471303486,0.19865318120564657,0.111503230512569,<25,Very Small (<20k),1
4279161831637,60683.46,60.32153081510934,1006,179.34848491813474,14,2303.0,31.59840954274354,0.012922465208747515,Physiotherapist,0.3028619330539161,0.1438040942293007,0.40108457889513877,0.15224939382164432,25-34,Very Small (<20k),1
4294930380592,125069.65,60.27453012048193,2075,91.86988219430674,14,1363.0,78.60385542168675,0.007228915662650603,Equality and diversity officer,0.22319379641663667,0.1662218611789511,0.4085497160981901,0.20203462630622218,65+,Very Small (<20k),0
4306630852918,74507.14,72.3370291262136,1030,141.50276687659127,14,927396.0,59.15339805825243,0.007766990291262136,Occupational hygienist,0.2675139590648628,0.20980378524796414,0.27544246095072233,0.24723979473645077,55-64,Metro+ (500k+),1
4383521454815,72478.21,69.62364073006725,1041,275.68426299235165,14,910148.0,31.5283381364073,0.010566762728146013,Academic librarian,0.3344599707967401,0.17151403159653086,0.2654589565608753,0.22856704104585363,25-34,Metro+ (500k+),1
4393520897625,103573.23,99.97416023166022,1036,100.98541086180205,14,1442.0,36.88996138996139,0.009652509652509652,Air broker,0.49140207368255284,0.10893104328212994,0.21853108182490782,0.18113580121040926,35-44,Very Small (<20k),1
4396682467723,38256.73,73.00902671755726,524,137.61966453573606,14,214518.0,59.284351145038165,0.015267175572519083,Catering manager,0.26950970456701345,0.21858062620616037,0.288714168722732,0.2231955005040943,55-64,Large (200k-500k),1
4427805710168,66059.67,42.95167100130039,1538,117.22211149644971,14,8874.0,18.60078023407022,0.0,Licensed conveyancer,0.291505392019064,0.12838286960864323,0.3507943651550182,0.2293173732172746,<25,Very Small (<20k),1
4440581794652,37687.01,72.05929254302103,523,200.38799670500447,14,1241364.0,59.14913957934991,0.01338432122370937,"Pharmacist, hospital",0.2596199592379443,0.24462089192005415,0.279527083735218,0.21623206510678347,55-64,Metro+ (500k+),1
4457486401506,6263.21,626.321,10,433.51956112344766,6,23045.0,55.0,1.0,Armed forces training and education officer,0.786575893192149,0.12340157842384336,0.09002252838400755,0.0,55-64,Small (20k-50k),2
4464457352619,162263.25,63.08835536547434,2572,231.89623144425732,14,217.0,29.26632970451011,0.003110419906687403,Television production assistant,0.27211583645711523,0.14997339200342655,0.38020975174600535,0.19770101979345292,25-34,Very Small (<20k),0
4471568287204,67651.48,64.42998095238094,1050,101.20797136621438,14,3402.0,91.48,0.0,Insurance underwriter,0.24019725806442074,0.17884516347609836,0.32249789657225525,0.2584596818872255,65+,Very Small (<20k),1
4476840372112,111276.82,52.762835467045996,2109,89.96548448012597,14,3395.0,40.24893314366999,0.0,"Editor, commissioning",0.22792968023349336,0.17483964764629326,0.32878042345207203,0.2684502486681413,35-44,Very Small (<20k),0
4481131401752,54942.32,53.654609375,1024,109.19361134783736,14,35299.0,43.9404296875,0.0,English as a second language teacher,0.2034195134096995,0.1981164974467769,0.3227703162152599,0.2756936729282637,35-44,Small (20k-50k),1
4500002361389,120455.39,59.77934987593052,2015,89.18607011694051,14,470.0,54.018858560794044,0.0064516129032258064,Music tutor,0.21075013745752683,0.16062087383553364,0.41733076452618684,0.21129822418075273,45-54,Very Small (<20k),0
4505383113689,72668.28,72.09154761904762,1008,219.12552586539354,14,3289.0,86.16269841269842,0.0,Quantity surveyor,0.3088160336256755,0.16916596897573466,0.30026305837980477,0.22175493901878507,65+,Very Small (<20k),1
4538566639857,108255.85,68.99671765455705,1569,125.12773089130805,14,13835.0,51.890376035691524,0.0076481835564053535,"Programmer, multimedia",0.2530411982354764,0.21923775943748075,0.30250974889578713,0.22521129343125565,45-54,Very Small (<20k),1
4561546772499,161994.27,63.427670321064994,2554,178.98655071549467,14,7268.0,30.620986687548942,0.0031323414252153485,"Therapist, art",0.3143440196989684,0.16978063483356542,0.2726106299932708,0.24326471547419548,25-34,Very Small (<20k),0
4561892980175,69151.67,67.86228655544652,1019,114.14819204406011,14,78968.0,51.18547595682041,0.010794896957801767,Financial adviser,0.257269708743115,0.19544820826452927,0.2987687788306487,0.24851330416170717,45-54,Medium (50k-200k),1
4562827002127,70766.39,66.19868101028999,1069,159.86109658965387,14,22930.0,47.43030869971936,0.01028999064546305,Media planner,0.27756213083640413,0.17874375109426946,0.30665235290368775,0.23704176516563866,45-54,Small (20k-50k),1
4585132874641,92072.04,59.98178501628664,1535,162.1856463981752,14,271.0,46.992833876221496,0.007817589576547232,Land/geomatics surveyor,0.2485740513623897,0.16700509731293017,0.3947533909317095,0.18966746039297053,45-54,Very Small (<20k),1
4586260469584,126776.07,62.23665684830634,2037,107.24175394253164,14,1631.0,66.27147766323024,0.0,Architect,0.22829142755411172,0.15963580508529723,0.415713075819435,0.19635969154115598,65+,Very Small (<20k),0
4593569795412,8431.93,443.78578947368425,19,416.167228064176,7,121.0,22.0,1.0,Set designer,0.6119168446607124,0.16616717643528825,0.2195120215656439,0.002403957338355513,<25,Very Small (<20k),2
4598025465633,4404.16,489.3511111111111,9,403.44540319739815,5,28425.0,49.0,1.0,Lawyer,0.48258010608152296,0.23424898277991718,0.28317091113855997,0.0,45-54,Small (20k-50k),2
4600155880464,39743.77,74.28742056074766,535,136.3407084635592,14,459921.0,49.581308411214955,0.013084112149532711,"Administrator, arts",0.25645881102874735,0.2308693916052755,0.28188770214803477,0.2307840952179423,45-54,Large (200k-500k),1
4601636330889,69600.68,69.254407960199,1005,188.22317829476586,14,194500.0,28.39502487562189,0.011940298507462687,Tax adviser,0.36030079016469374,0.14229501780729728,0.2519137744056523,0.24549041762235652,25-34,Medium (50k-200k),1
4605902936394,32135.52,62.27813953488372,516,85.36319045290504,14,1263321.0,59.74031007751938,0.015503875968992248,Drilling engineer,0.21295096516253667,0.1545094026796517,0.36191230140355596,0.27062733075425577,55-64,Metro+ (500k+),1
4613314721966,151777.39,100.31552544613352,1513,107.68259974435608,14,885.0,30.538664904163912,0.005287508261731659,Soil scientist,0.5092464694510823,0.1012204123420491,0.20259163766091906,0.18694148054594956,25-34,Very Small (<20k),0
4623560839669,138003.86,66.70075398743353,2069,181.69833311795992,14,695.0,64.69550507491542,0.0,Administrator,0.3137438329623534,0.10783314321787811,0.370953537096716,0.20746948672305254,55-64,Very Small (<20k),0
4629125581019,8511.91,709.3258333333333,12,435.1320419546302,6,4870.0,62.0,1.0,Dancer,0.7415738653251738,0.18462013813585906,0.07380599653896718,0.0,55-64,Very Small (<20k),2
